generator,eval_model,mode,dataset,setting,total,correct,accuracy,stderr,random_baseline,delta_over_random,results_path,config_root
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,arc_challenge,human_from_scratch,1000,353,0.353,0.015112610628213776,0.25,0.10299999999999998,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/arc_challenge/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/arc_challenge/human_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,arc_challenge,human_from_scratch,1000,388,0.388,0.015409607392792329,0.25,0.138,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/arc_challenge/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/arc_challenge/human_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,arc_challenge,model_from_scratch,1000,460,0.46,0.015760710643876435,0.25,0.21000000000000002,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/arc_challenge/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/arc_challenge/model_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,arc_challenge,model_from_scratch,1000,403,0.403,0.01551099609954177,0.25,0.15300000000000002,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/arc_challenge/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/arc_challenge/model_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,arc_challenge,model_from_scratch,1000,378,0.378,0.015333492752794452,0.25,0.128,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/arc_challenge/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/arc_challenge/model_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,arc_challenge,augment_ablation,1000,883,0.883,0.010164201887015036,0.1,0.783,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/augment_ablation/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/augment_ablation
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,arc_challenge,augment_ablation,1000,709,0.709,0.014363808687113596,0.1,0.609,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/augment_ablation/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/augment_ablation
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,arc_challenge,augment_ablation,1000,766,0.766,0.013388203763014663,0.1,0.666,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/augment_ablation/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/augment_ablation
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,arc_challenge,augment_human,1000,862,0.862,0.01090669519148674,0.1,0.762,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/augment_human/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/augment_human
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,arc_challenge,augment_human,1000,645,0.645,0.015131919904625453,0.1,0.545,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/augment_human/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/augment_human
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,arc_challenge,augment_human,1000,745,0.745,0.013783141876945184,0.1,0.645,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/augment_human/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/augment_human
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,arc_challenge,augment_model,1000,860,0.86,0.010972693379476163,0.1,0.76,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/augment_model/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/augment_model
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,arc_challenge,augment_model,1000,701,0.701,0.014477534320456644,0.1,0.601,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/augment_model/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/augment_model
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,arc_challenge,augment_model,1000,753,0.753,0.013637851736985557,0.1,0.653,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/augment_model/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/augment_model
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,arc_challenge,human_from_scratch,1000,924,0.924,0.008379976133617564,0.25,0.674,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/human_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,arc_challenge,human_from_scratch,1000,803,0.803,0.012577400367325513,0.25,0.553,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/human_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,arc_challenge,human_from_scratch,1000,840,0.84,0.011593101396951551,0.25,0.59,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/human_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,full_question,arc_challenge,model_from_scratch,1000,942,0.942,0.007391616873188169,0.25,0.692,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/full_question/arc_challenge/model_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,full_question,arc_challenge,model_from_scratch,1000,826,0.826,0.011988494484296184,0.25,0.576,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/full_question/arc_challenge/model_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,full_question,arc_challenge,model_from_scratch,1000,868,0.868,0.010704017937204702,0.25,0.618,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/full_question/arc_challenge/model_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,gpqa,augment_ablation,442,111,0.251131221719457,0.020627285623919266,0.1,0.151131221719457,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/augment_ablation/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/augment_ablation
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,gpqa,augment_ablation,442,79,0.17873303167420815,0.01822356978248477,0.1,0.07873303167420814,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/augment_ablation/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/augment_ablation
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,gpqa,augment_ablation,442,97,0.21945701357466063,0.019686205334435946,0.1,0.11945701357466063,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/augment_ablation/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/augment_ablation
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,gpqa,augment_human,442,70,0.1583710407239819,0.017365491746094492,0.1,0.05837104072398189,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/augment_human/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/augment_human
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,gpqa,augment_human,442,58,0.13122171945701358,0.016060024554378372,0.1,0.031221719457013575,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/augment_human/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/augment_human
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,gpqa,augment_human,442,79,0.17873303167420815,0.01822356978248477,0.1,0.07873303167420814,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/augment_human/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/augment_human
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,gpqa,augment_model,442,99,0.2239819004524887,0.0198303899009788,0.1,0.12398190045248869,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/augment_model/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/augment_model
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,gpqa,augment_model,442,72,0.16289592760180996,0.017564415665642444,0.1,0.06289592760180995,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/augment_model/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/augment_model
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,gpqa,augment_model,442,78,0.17647058823529413,0.01813278821426787,0.1,0.07647058823529412,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/augment_model/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/augment_model
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,gpqa,human_from_scratch,442,137,0.30995475113122173,0.021997675904719096,0.25,0.05995475113122173,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/human_from_scratch
gpt-5.2-2025-12-11,allenai_Olmo-3-7B-Instruct,choices_only,gpqa,human_from_scratch,442,132,0.2986425339366516,0.021768795948790144,0.25,0.04864253393665158,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/allenai_Olmo-3-7B-Instruct/choices_only/gpqa/human_from_scratch
gpt-5.2-2025-12-11,meta-llama_Llama-3.1-8B-Instruct,choices_only,gpqa,human_from_scratch,442,123,0.27828054298642535,0.0213164310247422,0.25,0.02828054298642535,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/human_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/meta-llama_Llama-3.1-8B-Instruct/choices_only/gpqa/human_from_scratch
gpt-5.2-2025-12-11,Qwen_Qwen3-4B-Instruct-2507,choices_only,gpqa,model_from_scratch,442,143,0.3235294117647059,0.022252059312291943,0.25,0.0735294117647059,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/model_from_scratch/summary.json,/fs/nexus-projects/rlab/atrey/qgqa/augmented-mcqa/results/final5_full_gpt-5.2-2025-12-11_20260226_001349/gpt-5.2-2025-12-11/Qwen_Qwen3-4B-Instruct-2507/choices_only/gpqa/model_from_scratch
